iter	RMSE
506	5.115383382
507	5.112744459
508	5.106823869
509	5.097602576
510	5.091085836
511	5.082388062
512	5.073738071
513	5.066682766
514	5.05859514
515	5.050533044
516	5.048719524
517	5.042515946
518	5.036709728
519	5.029361893
520	5.029071313
521	5.026370438
522	5.022043464
523	5.018884479
524	5.009903267
525	5.001491313
526	5.001242796
527	4.993866364
528	4.993633436
529	4.989282056
530	4.988120669
531	4.97945741
532	4.970576419
533	4.962196851
534	4.95369998
535	4.953226494
536	4.948127861
537	4.940158602
538	4.935463933
539	4.93523507
540	4.929220392
541	4.928944975
542	4.92843803
543	4.923007643
544	4.922242897
545	4.913926793
546	4.903695172
547	4.895263116
548	4.888207144
549	4.878984632
550	4.868194478
551	4.867575917
552	4.859247902
553	4.859010662
554	4.850185369
555	4.849385939
556	4.842297891
557	4.83472283
558	4.830244559
559	4.821838634
560	4.816440395
561	4.816130829
562	4.809549286
563	4.800281584
564	4.796576481
565	4.791268745
566	4.780536658
567	4.770572327
568	4.770407666
569	4.764197752
570	4.756605203
571	4.751313123
572	4.744491218
573	4.738632862
574	4.729558261
575	4.726962531
576	4.71899665
577	4.712512508
578	4.703435675
579	4.693596885
580	4.686032901
581	4.679259781
582	4.671514945
583	4.665110673
584	4.658355085
585	4.657662312
586	4.648983702
587	4.643682713
588	4.639353722
589	4.633186167
590	4.626424519
591	4.624125719
592	4.618157968
593	4.608154762
594	4.60058678
595	4.594548042
596	4.586192809
597	4.579677399
598	4.570050016
599	4.56551118
600	4.560053287
601	4.553384702
602	4.546996768
603	4.542395134
604	4.531679388
605	4.525297363
606	4.524666399
607	4.518638932
608	4.512956439
609	4.504831722
610	4.496784283
611	4.492596989
612	4.482204582
613	4.477139421
614	4.471538331
615	4.464956749
616	4.458327694
617	4.45404882
618	4.449637406
619	4.440444887
620	4.433871926
621	4.425186088
622	4.415982484
623	4.406378477
624	4.40116761
625	4.389970872
626	4.382236891
627	4.376250531
628	4.370915848
629	4.363494859
630	4.356312492
631	4.350569075
632	4.341761859
633	4.340813462
634	4.334334856
635	4.32781956
636	4.323804208
637	4.314179094
638	4.312525537
639	4.310314023
640	4.306323819
641	4.303339121
642	4.299411151
643	4.296064365
644	4.291144129
645	4.284309608
646	4.277057281
647	4.269815835
648	4.265506424
649	4.257798801
650	4.249976532
651	4.241249845
652	4.238955175
653	4.232821113
654	4.222349709
655	4.220340307
656	4.213731509
657	4.205663145
658	4.197160247
659	4.192014943
660	4.188055567
661	4.180920435
662	4.175939101
663	4.167401593
664	4.159808795
665	4.155286945
666	4.151762526
667	4.151165706
668	4.145687684
669	4.138695378
670	4.132649936
671	4.126412145
672	4.12171587
673	4.115163813
674	4.110412706
675	4.103720184
676	4.096269067
677	4.091415619
678	4.091128053
679	4.086215362
680	4.076259074
681	4.068895845
682	4.065620934
683	4.064575175
684	4.064323899
685	4.063028874
686	4.060095844
687	4.059342895
688	4.05085157
689	4.047986993
690	4.041542565
691	4.039738299
692	4.032753168
693	4.027550996
694	4.020745777
695	4.016963243
696	4.006202075
697	4.004687655
698	4.00027238
699	3.996271397
700	3.990725231
701	3.990431959
702	3.98581997
703	3.983958458
704	3.977967565
705	3.977722497
706	3.972487148
707	3.963903502
708	3.962062723
709	3.961525306
710	3.954700691
711	3.954466339
712	3.947974073
713	3.940513745
714	3.935006216
715	3.932584253
716	3.926674375
717	3.921224279
718	3.91362013
719	3.906300441
720	3.904500688
721	3.898418684
722	3.897797838
723	3.894813743
724	3.888056909
725	3.883961939
726	3.875993386
727	3.869843117
728	3.864293426
729	3.861788423
730	3.857974015
731	3.856665839
732	3.851618061
733	3.847769886
734	3.843475879
735	3.837801453
736	3.833339961
737	3.830119606
738	3.828894903
739	3.821875174
740	3.814868898
741	3.807127243
742	3.799892573
743	3.796544238
744	3.793497295
745	3.786236413
746	3.783174712
747	3.780464786
748	3.775270353
749	3.772414669
750	3.765199146
751	3.758866894
752	3.754881909
753	3.75004212
754	3.744258349
755	3.736961287
756	3.730268537
757	3.723660252
758	3.722814259
759	3.716339277
760	3.715072675
761	3.711979657
762	3.704836082
763	3.701378953
764	3.693848693
765	3.685622338
766	3.67827593
767	3.671119155
768	3.663048076
769	3.659705496
770	3.658780641
771	3.654769298
772	3.648107396
773	3.644703421
774	3.636385468
775	3.632393044
776	3.628243061
777	3.624032652
778	3.622572415
779	3.615953959
780	3.611645753
781	3.607232382
782	3.598183718
783	3.597405971
784	3.593118799
785	3.589680766
786	3.584273619
787	3.582378647
788	3.577648447
789	3.573779863
790	3.569363276
791	3.564366259
792	3.557824556
793	3.551883568
794	3.547291684
795	3.543544129
796	3.53667826
797	3.53391285
798	3.527381814
799	3.527217833
800	3.52309838
801	3.519381919
802	3.517097766
803	3.515996559
804	3.509370879
805	3.505314426
806	3.499185338
807	3.491254402
808	3.48356169
809	3.478114194
810	3.472637022
811	3.466304771
812	3.459949917
813	3.459542977
814	3.452761117
815	3.446046553
816	3.441393626
817	3.438137428
818	3.433342792
819	3.429458135
820	3.426412808
821	3.420531162
822	3.415323715
823	3.40841062
824	3.402555466
825	3.398432349
826	3.392812438
827	3.38840815
828	3.382918836
829	3.377445814
830	3.372411209
831	3.36898661
832	3.365402529
833	3.357450725
834	3.352263973
835	3.345801524
836	3.339508046
837	3.338711549
838	3.337562183
839	3.331997994
840	3.330805942
841	3.325041946
842	3.320330545
843	3.31732332
844	3.311433217
845	3.307609314
846	3.304123216
847	3.30022475
848	3.295566698
849	3.292720725
850	3.285454393
851	3.280221323
852	3.275777665
853	3.268194136
854	3.266391268
855	3.260467918
856	3.259678949
857	3.254817794
858	3.249341808
859	3.245501984
860	3.238685405
861	3.231154721
862	3.226723006
863	3.223312975
864	3.216286599
865	3.212709348
866	3.209978022
867	3.206361876
868	3.201150073
869	3.197049736
870	3.194098405
871	3.188655296
872	3.185035418
873	3.181506753
874	3.177008614
875	3.172507219
876	3.16820776
877	3.163638816
878	3.159199068
879	3.154623031
880	3.147799854
881	3.142036075
882	3.137956324
883	3.130708304
884	3.127187077
885	3.121698339
886	3.118371391
887	3.117263254
888	3.110431135
889	3.105680448
890	3.102455562
891	3.097063456
892	3.093216865
893	3.087662373
894	3.084154497
895	3.080090365
896	3.075637084
897	3.072392558
898	3.06924722
899	3.063935795
900	3.061442887
901	3.0582332
902	3.052504665
903	3.046901964
904	3.042847853
905	3.037508883
906	3.033029795
907	3.031772511
908	3.025243434
909	3.021873075
910	3.018025563
911	3.015273008
912	3.010180149
913	3.007534145
914	3.00378722
915	2.998389476
916	2.994579482
917	2.987728591
918	2.982122088
919	2.978538194
920	2.974541314
921	2.97150515
922	2.968710524
923	2.966851888
924	2.963762842
925	2.961606433
926	2.958040041
927	2.956298445
928	2.954084845
929	2.950786977
930	2.946518195
931	2.942580607
932	2.938675596
933	2.935118744
934	2.932164656
935	2.927909169
936	2.925247925
937	2.92034191
938	2.916901264
939	2.912630547
940	2.911098854
941	2.903886172
942	2.897762919
943	2.89448339
944	2.88979917
945	2.885616741
946	2.881351686
947	2.877918666
948	2.875580001
949	2.870195975
950	2.864426861
951	2.862082144
952	2.858180915
953	2.855321039
954	2.849238491
955	2.847555105
956	2.843185998
957	2.835090824
958	2.829879363
959	2.826209487
960	2.822091725
961	2.817402166
962	2.813393451
963	2.813281429
964	2.80947919
965	2.804933891
966	2.801579013
967	2.801485821
968	2.797223021
969	2.793144468
970	2.787954009
971	2.785190184
972	2.781520013
973	2.776607424
974	2.774126339
975	2.769055657
976	2.763799362
977	2.760453423
978	2.754944024
979	2.750880811
980	2.746112236
981	2.742338581
982	2.737286149
983	2.733101272
984	2.729829817
985	2.724394471
986	2.720908958
987	2.716558764
988	2.712942776
989	2.70875731
990	2.70407617
991	2.699276027
992	2.698106855
993	2.693569686
994	2.689451943
995	2.683474393
996	2.680720592
997	2.680469956
998	2.679857906
999	2.677559471
